article_id,batch_id,category,status,primary_keyword,secondary_keywords,search_intent,working_title,slug,output_path,parent_hub,local_scope,requires_sources,source_policy,internal_link_targets,commercial_link_target,agent_retrieval,author,score,quality_status,repair_attempts,published_date,last_checked,notes
BA-0001,B01,APP,PUBLISHED,app thuê xe máy là gì,App & Ứng dụng; app thuê xe máy là gì,informational-product,App Thuê xe Máy là gì,app-thue-xe-may-la-gi,blog/app/app-thue-xe-may-la-gi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,2026-09-26,2026-09-26,pilot/fixture
BA-0073,B02,APP,PLANNED,tìm xe máy thuê bằng ứng dụng,App & Ứng dụng; tìm xe máy thuê bằng ứng dụng,informational-product,Tìm xe Máy Thuê Bằng Ứng Dụng,tim-xe-may-thue-bang-ung-dung,blog/app/tim-xe-may-thue-bang-ung-dung/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0074,B02,RENT,PLANNED,so sánh giá các loại xe máy cho thuê,Thuê xe máy; so sánh giá các loại xe máy cho thuê,commercial-informational,so Sánh Giá Các Loại xe Máy Cho Thuê,so-sanh-gia-cac-loai-xe-may-cho-thue,blog/thue-xe/so-sanh-gia-cac-loai-xe-may-cho-thue/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0075,B02,EV,PLANNED,thuê xe điện có rẻ không,Xe điện / xe máy điện; thuê xe điện có rẻ không,informational-product,Thuê xe Điện có rẻ Không,thue-xe-dien-co-re-khong,blog/xe-dien/thue-xe-dien-co-re-khong/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0076,B02,GUIDE,PLANNED,hủy đặt xe đúng cách,Hướng dẫn / thủ tục; hủy đặt xe đúng cách,informational,Hủy Đặt xe Đúng Cách,huy-dat-xe-dung-cach,blog/huong-dan/huy-dat-xe-dung-cach/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0077,B02,SAFE,PLANNED,khám sức khỏe lái xe,An toàn / pháp lý; khám sức khỏe lái xe,informational-legal,Khám Sức Khỏe Lái xe,kham-suc-khoe-lai-xe,blog/an-toan/kham-suc-khoe-lai-xe/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0078,B02,LOCAL,PLANNED,phố cổ ẩm thực xe máy,Địa phương / du lịch; phố cổ ẩm thực xe máy,local-informational,Phố cổ ẩm Thực xe Máy,pho-co-am-thuc-xe-may,blog/dia-phuong/pho-co-am-thuc-xe-may/index.html,blog/dia-phuong/,Phố cổ,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0079,B02,APP,PLANNED,so sánh cách thuê xe truyền thống và qua app,App & Ứng dụng; so sánh cách thuê xe truyền thống và qua app,informational-product,so Sánh Cách Thuê xe Truyền Thống và Qua App,so-sanh-cach-thue-xe-truyen-thong-va-qua-app,blog/app/so-sanh-cach-thue-xe-truyen-thong-va-qua-app/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0080,B02,RENT,PLANNED,cọc thuê xe máy bao nhiêu,Thuê xe máy; cọc thuê xe máy bao nhiêu,commercial-informational,Cọc Thuê xe Máy Bao Nhiêu,coc-thue-xe-may-bao-nhieu,blog/thue-xe/coc-thue-xe-may-bao-nhieu/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0081,B02,EV,PLANNED,xe điện chạy bao xa,Xe điện / xe máy điện; xe điện chạy bao xa,informational-product,xe Điện Chạy Bao xa,xe-dien-chay-bao-xa,blog/xe-dien/xe-dien-chay-bao-xa/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0082,B02,GUIDE,PLANNED,đổi xe giữa kỳ thuê,Hướng dẫn / thủ tục; đổi xe giữa kỳ thuê,informational,Đổi xe Giữa kỳ Thuê,doi-xe-giua-ky-thue,blog/huong-dan/doi-xe-giua-ky-thue/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0083,B02,SAFE,PLANNED,đèn xe và an toàn đêm,An toàn / pháp lý; đèn xe và an toàn đêm,informational-legal,Đèn xe và an Toàn Đêm,den-xe-va-an-toan-dem,blog/an-toan/den-xe-va-an-toan-dem/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0084,B02,LOCAL,PLANNED,hồ gươm ban đêm,Địa phương / du lịch; hồ gươm ban đêm,local-informational,hồ Gươm Ban Đêm,ho-guom-ban-dem,blog/dia-phuong/ho-guom-ban-dem/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0085,B02,APP,PLANNED,ứng dụng web thuê xe máy,App & Ứng dụng; ứng dụng web thuê xe máy,informational-product,Ứng Dụng Web Thuê xe Máy,ung-dung-web-thue-xe-may,blog/app/ung-dung-web-thue-xe-may/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0086,B02,RENT,PLANNED,nhận xe thuê cần gì,Thuê xe máy; nhận xe thuê cần gì,commercial-informational,Nhận xe Thuê Cần gì,nhan-xe-thue-can-gi,blog/thue-xe/nhan-xe-thue-can-gi/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0087,B02,EV,PLANNED,xe máy điện cho người mới,Xe điện / xe máy điện; xe máy điện cho người mới,informational-product,xe Máy Điện Cho Người Mới,xe-may-dien-cho-nguoi-moi,blog/xe-dien/xe-may-dien-cho-nguoi-moi/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0088,B02,GUIDE,PLANNED,gia hạn thời gian thuê,Hướng dẫn / thủ tục; gia hạn thời gian thuê,informational,Gia Hạn Thời Gian Thuê,gia-han-thoi-gian-thue,blog/huong-dan/gia-han-thoi-gian-thue/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0089,B02,SAFE,PLANNED,kỹ năng phanh gấp,An toàn / pháp lý; kỹ năng phanh gấp,informational-legal,kỹ Năng Phanh Gấp,ky-nang-phanh-gap,blog/an-toan/ky-nang-phanh-gap/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0090,B02,LOCAL,PLANNED,ven đê sông hồng,Địa phương / du lịch; ven đê sông hồng,local-informational,Ven đê Sông Hồng,ven-de-song-hong,blog/dia-phuong/ven-de-song-hong/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0091,B02,APP,PLANNED,công cụ tính giá thuê xe máy online,App & Ứng dụng; công cụ tính giá thuê xe máy online,informational-product,Công cụ Tính Giá Thuê xe Máy Online,cong-cu-tinh-gia-thue-xe-may-online,blog/app/cong-cu-tinh-gia-thue-xe-may-online/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0092,B02,RENT,PLANNED,trả xe thuê đúng giờ,Thuê xe máy; trả xe thuê đúng giờ,commercial-informational,Trả xe Thuê Đúng Giờ,tra-xe-thue-dung-gio,blog/thue-xe/tra-xe-thue-dung-gio/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0093,B02,EV,PLANNED,xe điện an toàn không,Xe điện / xe máy điện; xe điện an toàn không,informational-product,xe Điện an Toàn Không,xe-dien-an-toan-khong,blog/xe-dien/xe-dien-an-toan-khong/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0094,B02,GUIDE,PLANNED,chở hành lý khi thuê xe,Hướng dẫn / thủ tục; chở hành lý khi thuê xe,informational,Chở Hành lý Khi Thuê xe,cho-hanh-ly-khi-thue-xe,blog/huong-dan/cho-hanh-ly-khi-thue-xe/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0095,B02,SAFE,PLANNED,gương chiếu hậu an toàn,An toàn / pháp lý; gương chiếu hậu an toàn,informational-legal,Gương Chiếu Hậu an Toàn,guong-chieu-hau-an-toan,blog/an-toan/guong-chieu-hau-an-toan/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0096,B02,LOCAL,PLANNED,cột cờ hoàng thành,Địa phương / du lịch; cột cờ hoàng thành,local-informational,Cột cờ Hoàng Thành,cot-co-hoang-thanh,blog/dia-phuong/cot-co-hoang-thanh/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0097,B02,APP,PLANNED,hỏi đáp với Agent thuê xe,App & Ứng dụng; hỏi đáp với Agent thuê xe,informational-product,Hỏi Đáp Với Agent Thuê xe,hoi-dap-voi-agent-thue-xe,blog/app/hoi-dap-voi-agent-thue-xe/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0098,B02,RENT,PLANNED,phí trễ hạn khi thuê xe,Thuê xe máy; phí trễ hạn khi thuê xe,commercial-informational,Phí Trễ Hạn Khi Thuê xe,phi-tre-han-khi-thue-xe,blog/thue-xe/phi-tre-han-khi-thue-xe/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0099,B02,EV,PLANNED,bảo dưỡng xe điện,Xe điện / xe máy điện; bảo dưỡng xe điện,informational-product,Bảo Dưỡng xe Điện,bao-duong-xe-dien,blog/xe-dien/bao-duong-xe-dien/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0100,B02,GUIDE,PLANNED,đi hai người trên xe thuê,Hướng dẫn / thủ tục; đi hai người trên xe thuê,informational,đi Hai Người Trên xe Thuê,di-hai-nguoi-tren-xe-thue,blog/huong-dan/di-hai-nguoi-tren-xe-thue/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0101,B03,SAFE,PLANNED,mưa lớn và lái xe,An toàn / pháp lý; mưa lớn và lái xe,informational-legal,Mưa Lớn và Lái xe,mua-lon-va-lai-xe,blog/an-toan/mua-lon-va-lai-xe/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0102,B03,LOCAL,PLANNED,lăng chủ tích qua phố,Địa phương / du lịch; lăng chủ tích qua phố,local-informational,Lăng Chủ Tích Qua Phố,lang-chu-tich-qua-pho,blog/dia-phuong/lang-chu-tich-qua-pho/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0103,B03,APP,PLANNED,cách hỏi giá xe nhanh bằng chatbot,App & Ứng dụng; cách hỏi giá xe nhanh bằng chatbot,informational-product,Cách Hỏi Giá xe Nhanh Bằng Chatbot,cach-hoi-gia-xe-nhanh-bang-chatbot,blog/app/cach-hoi-gia-xe-nhanh-bang-chatbot/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0104,B03,RENT,PLANNED,kiểm tra xe trước khi nhận,Thuê xe máy; kiểm tra xe trước khi nhận,commercial-informational,Kiểm Tra xe Trước Khi Nhận,kiem-tra-xe-truoc-khi-nhan,blog/thue-xe/kiem-tra-xe-truoc-khi-nhan/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0105,B03,EV,PLANNED,xe điện khi mưa,Xe điện / xe máy điện; xe điện khi mưa,informational-product,xe Điện Khi Mưa,xe-dien-khi-mua,blog/xe-dien/xe-dien-khi-mua/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0106,B03,GUIDE,PLANNED,bản đồ và định vị khi thuê xe,Hướng dẫn / thủ tục; bản đồ và định vị khi thuê xe,informational,Bản đồ và Định vị Khi Thuê xe,ban-do-va-dinh-vi-khi-thue-xe,blog/huong-dan/ban-do-va-dinh-vi-khi-thue-xe/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0107,B03,SAFE,PLANNED,sương mù mùa đông,An toàn / pháp lý; sương mù mùa đông,informational-legal,Sương mù Mùa Đông,suong-mu-mua-dong,blog/an-toan/suong-mu-mua-dong/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0108,B03,LOCAL,PLANNED,bảo tàng hà nội hành trình,Địa phương / du lịch; bảo tàng hà nội hành trình,local-informational,Bảo Tàng hà Nội Hành Trình,bao-tang-ha-noi-hanh-trinh,blog/dia-phuong/bao-tang-ha-noi-hanh-trinh/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0109,B03,APP,PLANNED,gợi ý chọn xe máy phù hợp,App & Ứng dụng; gợi ý chọn xe máy phù hợp,informational-product,Gợi ý Chọn xe Máy Phù Hợp,goi-y-chon-xe-may-phu-hop,blog/app/goi-y-chon-xe-may-phu-hop/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0110,B03,RENT,PLANNED,điều kiện thuê xe máy ở hà nội,Thuê xe máy; điều kiện thuê xe máy ở hà nội,commercial-informational,Điều Kiện Thuê xe Máy ở hà Nội,dieu-kien-thue-xe-may-o-ha-noi,blog/thue-xe/dieu-kien-thue-xe-may-o-ha-noi/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0111,B03,EV,PLANNED,đi xe điện đường dài,Xe điện / xe máy điện; đi xe điện đường dài,informational-product,đi xe Điện Đường Dài,di-xe-dien-duong-dai,blog/xe-dien/di-xe-dien-duong-dai/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0112,B03,GUIDE,PLANNED,ứng dụng bản đồ cho người thuê xe,Hướng dẫn / thủ tục; ứng dụng bản đồ cho người thuê xe,informational,Ứng Dụng Bản đồ Cho Người Thuê xe,ung-dung-ban-do-cho-nguoi-thue-xe,blog/huong-dan/ung-dung-ban-do-cho-nguoi-thue-xe/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0113,B03,SAFE,PLANNED,tầm nhìn khi lái xe,An toàn / pháp lý; tầm nhìn khi lái xe,informational-legal,Tầm Nhìn Khi Lái xe,tam-nhin-khi-lai-xe,blog/an-toan/tam-nhin-khi-lai-xe/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0114,B03,LOCAL,PLANNED,phố sách hà nội,Địa phương / du lịch; phố sách hà nội,local-informational,Phố Sách hà Nội,pho-sach-ha-noi,blog/dia-phuong/pho-sach-ha-noi/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0115,B03,APP,PLANNED,tính chi phí thuê xe theo ngày tuần tháng,App & Ứng dụng; tính chi phí thuê xe theo ngày tuần tháng,informational-product,Tính Chi Phí Thuê xe Theo Ngày Tuần Tháng,tinh-chi-phi-thue-xe-theo-ngay-tuan-thang,blog/app/tinh-chi-phi-thue-xe-theo-ngay-tuan-thang/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0116,B03,RENT,PLANNED,thuê xe không bằng lái được không,Thuê xe máy; thuê xe không bằng lái được không,commercial-informational,Thuê xe Không Bằng Lái Được Không,thue-xe-khong-bang-lai-duoc-khong,blog/thue-xe/thue-xe-khong-bang-lai-duoc-khong/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0117,B03,EV,PLANNED,xe điện trong phố,Xe điện / xe máy điện; xe điện trong phố,informational-product,xe Điện Trong Phố,xe-dien-trong-pho,blog/xe-dien/xe-dien-trong-pho/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0118,B03,GUIDE,PLANNED,kỹ năng lái xe an toàn cơ bản,Hướng dẫn / thủ tục; kỹ năng lái xe an toàn cơ bản,informational,kỹ Năng Lái xe an Toàn cơ Bản,ky-nang-lai-xe-an-toan-co-ban,blog/huong-dan/ky-nang-lai-xe-an-toan-co-ban/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0119,B03,SAFE,PLANNED,xe cộ phía trước và khoảng cách an toàn,An toàn / pháp lý; xe cộ phía trước và khoảng cách an toàn,informational-legal,xe cộ Phía Trước và Khoảng Cách an Toàn,xe-co-phia-truoc-va-khoang-cach-an-toan,blog/an-toan/xe-co-phia-truoc-va-khoang-cach-an-toan/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0120,B03,LOCAL,PLANNED,nhà thờ lớn hà nội,Địa phương / du lịch; nhà thờ lớn hà nội,local-informational,Nhà Thờ Lớn hà Nội,nha-tho-lon-ha-noi,blog/dia-phuong/nha-tho-lon-ha-noi/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0121,B03,APP,PLANNED,ứng dụng tìm xe máy giá tốt,App & Ứng dụng; ứng dụng tìm xe máy giá tốt,informational-product,Ứng Dụng Tìm xe Máy Giá Tốt,ung-dung-tim-xe-may-gia-tot,blog/app/ung-dung-tim-xe-may-gia-tot/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0122,B03,RENT,PLANNED,bằng lái a1 và thuê xe máy,Thuê xe máy; bằng lái a1 và thuê xe máy,commercial-informational,Bằng Lái a1 và Thuê xe Máy,bang-lai-a1-va-thue-xe-may,blog/thue-xe/bang-lai-a1-va-thue-xe-may/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0123,B03,EV,PLANNED,xe điện chở hai người,Xe điện / xe máy điện; xe điện chở hai người,informational-product,xe Điện Chở Hai Người,xe-dien-cho-hai-nguoi,blog/xe-dien/xe-dien-cho-hai-nguoi/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0124,B03,GUIDE,PLANNED,chạy xe số cho người mới,Hướng dẫn / thủ tục; chạy xe số cho người mới,informational,Chạy xe số Cho Người Mới,chay-xe-so-cho-nguoi-moi,blog/huong-dan/chay-xe-so-cho-nguoi-moi/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0125,B03,SAFE,PLANNED,làn đường và quy tắc nhường,An toàn / pháp lý; làn đường và quy tắc nhường,informational-legal,Làn Đường và Quy Tắc Nhường,lan-duong-va-quy-tac-nhuong,blog/an-toan/lan-duong-va-quy-tac-nhuong/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0126,B03,LOCAL,PLANNED,làng gốm bát tràng,Địa phương / du lịch; làng gốm bát tràng,local-informational,Làng Gốm Bát Tràng,lang-gom-bat-trang,blog/dia-phuong/lang-gom-bat-trang/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0127,B03,APP,PLANNED,app hỗ trợ thủ tục thuê xe,App & Ứng dụng; app hỗ trợ thủ tục thuê xe,informational-product,App hỗ Trợ Thủ Tục Thuê xe,app-ho-tro-thu-tuc-thue-xe,blog/app/app-ho-tro-thu-tuc-thue-xe/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0128,B03,RENT,PLANNED,người nước ngoài thuê xe máy việt nam,Thuê xe máy; người nước ngoài thuê xe máy việt nam,commercial-informational,Người Nước Ngoài Thuê xe Máy Việt Nam,nguoi-nuoc-ngoai-thue-xe-may-viet-nam,blog/thue-xe/nguoi-nuoc-ngoai-thue-xe-may-viet-nam/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0129,B03,EV,PLANNED,vận tốc xe máy điện,Xe điện / xe máy điện; vận tốc xe máy điện,informational-product,Vận Tốc xe Máy Điện,van-toc-xe-may-dien,blog/xe-dien/van-toc-xe-may-dien/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0130,B03,GUIDE,PLANNED,chạy xe ga lần đầu,Hướng dẫn / thủ tục; chạy xe ga lần đầu,informational,Chạy xe ga Lần Đầu,chay-xe-ga-lan-dau,blog/huong-dan/chay-xe-ga-lan-dau/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0131,B03,SAFE,PLANNED,đèn đỏ và camera phạt nguội,An toàn / pháp lý; đèn đỏ và camera phạt nguội,informational-legal,Đèn đỏ và Camera Phạt Nguội,den-do-va-camera-phat-nguoi,blog/an-toan/den-do-va-camera-phat-nguoi/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0132,B03,LOCAL,PLANNED,bát tràng gốm xe máy,Địa phương / du lịch; bát tràng gốm xe máy,local-informational,Bát Tràng Gốm xe Máy,bat-trang-gom-xe-may,blog/dia-phuong/bat-trang-gom-xe-may/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0133,B03,APP,PLANNED,công cụ chọn xe theo kinh nghiệm lái,App & Ứng dụng; công cụ chọn xe theo kinh nghiệm lái,informational-product,Công cụ Chọn xe Theo Kinh Nghiệm Lái,cong-cu-chon-xe-theo-kinh-nghiem-lai,blog/app/cong-cu-chon-xe-theo-kinh-nghiem-lai/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0134,B03,RENT,PLANNED,khách du lịch thuê xe máy,Thuê xe máy; khách du lịch thuê xe máy,commercial-informational,Khách du Lịch Thuê xe Máy,khach-du-lich-thue-xe-may,blog/thue-xe/khach-du-lich-thue-xe-may/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0135,B03,EV,PLANNED,đăng ký thuê xe điện,Xe điện / xe máy điện; đăng ký thuê xe điện,informational-product,Đăng ký Thuê xe Điện,dang-ky-thue-xe-dien,blog/xe-dien/dang-ky-thue-xe-dien/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0136,B03,GUIDE,PLANNED,chạy xe điện lần đầu,Hướng dẫn / thủ tục; chạy xe điện lần đầu,informational,Chạy xe Điện Lần Đầu,chay-xe-dien-lan-dau,blog/huong-dan/chay-xe-dien-lan-dau/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
